date,year,title,artist,peak_pos,last_week,weeks,rank,change,spotifyLink,spotifyID,videoLink,genre,analysis_url,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode
2019-03-09,,NASA,Ariana Grande,61,78,17,68,,spotify:track:4jkikgyrlBMR4Fj3d1s4jT,4jkikgyrlBMR4Fj3d1s4jT,,"[u'dance pop', u'pop', u'post-teen pop']",https://api.spotify.com/v1/audio-analysis/4jkikgyrlBMR4Fj3d1s4jT,0.634,0.906,75.98,0.234,0.215,2.27e-05,4,0.635,6,185000,-5.827,0.401,1
2019-03-09,,Outstanding,Gunna,56,-,2,70,,spotify:track:76PwajqH3ej4hnk9tgaJpp,76PwajqH3ej4hnk9tgaJpp,,"[u'atl hip hop', u'hip hop', u'melodic rap', u'rap', u'trap']",https://api.spotify.com/v1/audio-analysis/76PwajqH3ej4hnk9tgaJpp,0.73,0.109,149.075,0.241,0.309,0,4,0.829,6,180780,-4.554,0.324,0
2019-03-09,,Be Like Me,Lil Pump Featuring Lil Wayne,74,77,9,72,,spotify:track:6flur5o18COKeafnjLHRiJ,6flur5o18COKeafnjLHRiJ,,"[u'emo rap', u'miami hip hop', u'rap', u'trap']",https://api.spotify.com/v1/audio-analysis/6flur5o18COKeafnjLHRiJ,0.396,0.192,104.006,0.173,0.00335,0,4,0.948,5,240000,-8.08,0.593,0
2019-03-09,,3 Headed Snake,Gunna Featuring Young Thug,81,81,4,74,,spotify:track:2OaKHGvIxoOzIYjyMsxcT8,2OaKHGvIxoOzIYjyMsxcT8,,"[u'atl hip hop', u'hip hop', u'melodic rap', u'rap', u'trap']",https://api.spotify.com/v1/audio-analysis/2OaKHGvIxoOzIYjyMsxcT8,0.415,0.131,135.03,0.464,0.0536,0,4,0.914,6,241995,-10.708,0.646,1
2019-03-09,,Wit It,Gunna,46,68,13,75,,spotify:track:1unFtbwcAnSGgYPmp52vc0,1unFtbwcAnSGgYPmp52vc0,,"[u'atl hip hop', u'hip hop', u'melodic rap', u'rap', u'trap']",https://api.spotify.com/v1/audio-analysis/1unFtbwcAnSGgYPmp52vc0,0.657,0.105,125.905,0.0745,0.197,0,4,0.868,7,139644,-5.318,0.508,0
2019-03-09,,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,21,58,8,77,,spotify:track:4NBTZtAt1F13VvlSKe6KTl,4NBTZtAt1F13VvlSKe6KTl,,"[u'electropop', u'pop', u'tropical house']",https://api.spotify.com/v1/audio-analysis/4NBTZtAt1F13VvlSKe6KTl,0.571,0.0912,105.049,0.0439,0.0558,0,4,0.575,1,197947,-7.906,0.449,1
2019-03-09,,One Call,Gunna,84,84,2,78,,spotify:track:3pq5dd3Hwg2uJ3d63v9YRx,3pq5dd3Hwg2uJ3d63v9YRx,,"[u'atl hip hop', u'hip hop', u'melodic rap', u'rap', u'trap']",https://api.spotify.com/v1/audio-analysis/3pq5dd3Hwg2uJ3d63v9YRx,0.481,0.0903,146.992,0.343,0.125,1.38e-05,4,0.861,2,195736,-7.309,0.188,1
2019-03-09,,Nothing Breaks Like A Heart,Mark Ronson Featuring Miley Cyrus,80,80,2,84,,spotify:track:27rdGxbavYJeBphck5MZAF,27rdGxbavYJeBphck5MZAF,,"[u'dance pop', u'pop']",https://api.spotify.com/v1/audio-analysis/27rdGxbavYJeBphck5MZAF,0.794,0.388,114.066,0.0671,0.00987,1.36e-06,4,0.601,7,217467,-5.844,0.244,0
2019-03-09,,Imagine,Ariana Grande,84,96,9,85,,spotify:track:39LmTF9RgyakzSYX8txrow,39LmTF9RgyakzSYX8txrow,,"[u'dance pop', u'pop', u'post-teen pop']",https://api.spotify.com/v1/audio-analysis/39LmTF9RgyakzSYX8txrow,0.475,0.12,62.52,0.0364,0.378,0,3,0.729,8,212267,-4.985,0.371,1
2019-03-09,,Lick,Offset,80,98,3,86,,spotify:track:4W9XGjEUVG9junR70FOLii,4W9XGjEUVG9junR70FOLii,,"[u'atl hip hop', u'hip hop', u'pop rap', u'rap', u'southern hip hop', u'trap']",https://api.spotify.com/v1/audio-analysis/4W9XGjEUVG9junR70FOLii,0.539,0.108,103.0,0.0958,0.172,0,4,0.959,4,204516,-6.611,0.657,0
2019-03-09,,Bad Idea,Ariana Grande,41,64,9,90,,spotify:track:12s87E3EVHMYZQyr9mXsUi,12s87E3EVHMYZQyr9mXsUi,,"[u'dance pop', u'pop', u'post-teen pop']",https://api.spotify.com/v1/audio-analysis/12s87E3EVHMYZQyr9mXsUi,0.806,0.359,137.965,0.0447,0.0365,1.71e-05,4,0.676,3,212164,-4.352,0.508,0
2019-03-09,,Speed It Up,Gunna,80,98,5,91,,spotify:track:3BXXkwyhsHM0EPApHMhQC5,3BXXkwyhsHM0EPApHMhQC5,,"[u'atl hip hop', u'hip hop', u'melodic rap', u'rap', u'trap']",https://api.spotify.com/v1/audio-analysis/3BXXkwyhsHM0EPApHMhQC5,0.587,0.111,143.027,0.0582,0.0394,0.01,4,0.912,7,179022,-7.395,0.435,1
2019-03-09,,Bloodline,Ariana Grande,91,-,6,93,,spotify:track:2hloaUoRonYssMuqLCBLTX,2hloaUoRonYssMuqLCBLTX,,"[u'dance pop', u'pop', u'post-teen pop']",https://api.spotify.com/v1/audio-analysis/2hloaUoRonYssMuqLCBLTX,0.665,0.216,151.976,0.0774,0.0815,0.000157,4,0.758,2,216893,-5.188,0.643,0
2019-03-09,,I Guess I Just Feel Like,John Mayer,79,-,6,94,,spotify:track:1HNywa8Bk0TmzRwQrzhtPo,1HNywa8Bk0TmzRwQrzhtPo,,"[u'neo mellow', u'pop', u'pop rock', u'singer-songwriter']",https://api.spotify.com/v1/audio-analysis/1HNywa8Bk0TmzRwQrzhtPo,0.528,0.122,159.821,0.0266,0.615,0.0964,4,0.556,4,285480,-8.033,0.163,1
2019-03-09,,Same Yung N***a,Gunna Featuring Playboi Carti,83,-,9,97,,,,,"[u'atl hip hop', u'hip hop', u'melodic rap', u'rap', u'trap']",unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown
2019-03-16,,Leave Me Alone,Flipp Dinero,6,43,28,45,,spotify:track:14mHfNsSHN0FbLftyjrV9g,14mHfNsSHN0FbLftyjrV9g,,"[u'melodic rap', u'pop rap', u'rap', u'southern hip hop', u'trap', u'underground hip hop', u'vapor trap']",https://api.spotify.com/v1/audio-analysis/14mHfNsSHN0FbLftyjrV9g,0.743,0.183,150.024,0.0851,0.107,0,4,0.792,7,195637,-2.806,0.742,1
2019-03-16,,Mo Bamba,Sheck Wes,44,55,4,47,,spotify:track:1xzBco0xcoJEDXktl7Jxrr,1xzBco0xcoJEDXktl7Jxrr,,"[u'rap', u'trap', u'underground hip hop', u'vapor trap']",https://api.spotify.com/v1/audio-analysis/1xzBco0xcoJEDXktl7Jxrr,0.625,0.248,146.034,0.0315,0.194,0.00986,4,0.729,4,183907,-5.266,0.261,1
2019-03-16,,Burn Out,Midland,61,76,18,63,,spotify:track:7yrJnekdlwWARt5lmVqJ6L,7yrJnekdlwWARt5lmVqJ6L,,"[u'contemporary country', u'neo-traditional country', u'texas country']",https://api.spotify.com/v1/audio-analysis/7yrJnekdlwWARt5lmVqJ6L,0.724,0.231,99.976,0.0244,0.292,0,4,0.671,7,188613,-5.61,0.801,1
2019-03-16,,Red Room,Offset,46,83,14,73,,spotify:track:4TWflhgevIGo448fWc6mQq,4TWflhgevIGo448fWc6mQq,,"[u'atl hip hop', u'hip hop', u'pop rap', u'rap', u'southern hip hop', u'trap']",https://api.spotify.com/v1/audio-analysis/4TWflhgevIGo448fWc6mQq,0.559,0.128,112.347,0.157,0.479,0,4,0.936,7,241440,-8.587,0.527,0
2019-03-16,,Whip,2 Chainz Featuring Travis Scott,44,79,17,75,,spotify:track:6Z4rmc0uujCpl8yXe3yjgI,6Z4rmc0uujCpl8yXe3yjgI,,"[u'atl hip hop', u'gangster rap', u'hip hop', u'pop rap', u'rap', u'southern hip hop', u'trap']",https://api.spotify.com/v1/audio-analysis/6Z4rmc0uujCpl8yXe3yjgI,0.399,0.124,121.949,0.0951,0.12,0,4,0.793,7,226600,-7.428,0.0379,1
2019-03-16,,Armed And Dangerous,Juice WRLD,64,-,18,82,,spotify:track:5wujBwqG7INdStqGd4tRMX,5wujBwqG7INdStqGd4tRMX,,"[u'chicago rap', u'melodic rap']",https://api.spotify.com/v1/audio-analysis/5wujBwqG7INdStqGd4tRMX,0.67,0.114,130.032,0.311,0.186,0,4,0.736,10,169999,-6.702,0.845,1
2019-03-16,,Needy,Ariana Grande,68,89,7,92,,spotify:track:1IVnvJN9oC3pDYv9qpAnj7,1IVnvJN9oC3pDYv9qpAnj7,,"[u'dance pop', u'pop', u'post-teen pop']",https://api.spotify.com/v1/audio-analysis/1IVnvJN9oC3pDYv9qpAnj7,0.473,0.956,86.931,0.0591,0.705,0,4,0.452,7,174295,-6.296,0.312,0
2019-03-16,,Love Someone,Lukas Graham,77,77,2,96,,spotify:track:2JqnpexlO9dmvjUMCaLCLJ,2JqnpexlO9dmvjUMCaLCLJ,,"[u'danish pop', u'pop', u'scandipop']",https://api.spotify.com/v1/audio-analysis/2JqnpexlO9dmvjUMCaLCLJ,0.415,0.108,172.065,0.052,0.161,0,4,0.55,9,205463,-6.557,0.274,0
2019-03-16,,Momma I Hit A Lick,2 Chainz Featuring Kendrick Lamar,NA,,NA,100,,spotify:track:7jKUnzzOGhAlPjr7LkIUlE,7jKUnzzOGhAlPjr7LkIUlE,,"[u'atl hip hop', u'gangster rap', u'hip hop', u'pop rap', u'rap', u'southern hip hop', u'trap']",https://api.spotify.com/v1/audio-analysis/7jKUnzzOGhAlPjr7LkIUlE,0.467,0.206,179.974,0.34,0.202,3.32e-05,3,0.796,11,173760,-6.293,0.4,1
2019-03-23,,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,29,46,10,48,,spotify:track:0QIjsbm2fh1cJ45XO9eGqq,0QIjsbm2fh1cJ45XO9eGqq,,"[u'atl hip hop', u'dirty south rap', u'hip hop', u'pop rap', u'rap', u'southern hip hop', u'trap']",https://api.spotify.com/v1/audio-analysis/0QIjsbm2fh1cJ45XO9eGqq,0.578,0.359,143.01,0.0485,0.00381,0,4,0.8,4,204665,-5.144,0.367,0
2019-03-23,,Maze,Juice WRLD,46,61,16,65,,spotify:track:4mUIe9gfsdtsVP2zFIl74x,4mUIe9gfsdtsVP2zFIl74x,,"[u'chicago rap', u'melodic rap']",https://api.spotify.com/v1/audio-analysis/4mUIe9gfsdtsVP2zFIl74x,0.726,0.115,160.067,0.141,0.126,1.56e-06,4,0.674,11,144090,-3.813,0.443,0
2019-03-23,,What Makes You Country,Luke Bryan,41,64,9,90,,spotify:track:53yTYusPQJ1AApL1hi0Dnc,53yTYusPQJ1AApL1hi0Dnc,,"[u'contemporary country', u'country', u'country road']",https://api.spotify.com/v1/audio-analysis/53yTYusPQJ1AApL1hi0Dnc,0.897,0.196,159.958,0.0597,0.193,0,4,0.471,9,216093,-2.27,0.719,1
2019-03-23,,Flaws And Sins,Juice WRLD,80,98,5,91,,spotify:track:2BSbCCbaSCzkOEZa6N5901,2BSbCCbaSCzkOEZa6N5901,,"[u'chicago rap', u'melodic rap']",https://api.spotify.com/v1/audio-analysis/2BSbCCbaSCzkOEZa6N5901,0.662,0.108,150.046,0.0766,0.00966,0,4,0.709,8,218349,-4.55,0.439,1
2019-03-23,,Nights Like This,Kehlani Featuring Ty Dolla $ign,64,93,20,95,,spotify:track:6ZRuF2n1CQxyxxAAWsKJOy,6ZRuF2n1CQxyxxAAWsKJOy,,"[u'alternative r&b', u'dance pop', u'pop', u'pop rap', u'post-teen pop', u'r&b', u'rap', u'urban contemporary']",https://api.spotify.com/v1/audio-analysis/6ZRuF2n1CQxyxxAAWsKJOy,0.725,0.154,146.163,0.15,0.367,0,4,0.61,8,201788,-5.131,0.291,1
2019-03-23,,Always Remember Us This Way,Lady Gaga,NA,,NA,100,,spotify:track:2rbDhOo9Fh61Bbu23T2qCk,2rbDhOo9Fh61Bbu23T2qCk,,"[u'dance pop', u'pop']",https://api.spotify.com/v1/audio-analysis/2rbDhOo9Fh61Bbu23T2qCk,0.502,0.764,129.976,0.0409,0.299,0,4,0.553,0,210200,-5.972,0.296,1
2019-03-30,,Sally Walker,Iggy Azalea,42,55,15,62,,spotify:track:1bPoQ1zaUWZmiYrckwfulU,1bPoQ1zaUWZmiYrckwfulU,,"[u'australian hip hop', u'dance pop', u'hip pop', u'pop', u'pop rap', u'post-teen pop']",https://api.spotify.com/v1/audio-analysis/1bPoQ1zaUWZmiYrckwfulU,0.492,0.0994,140.076,0.0936,0.0177,0,4,0.905,8,178993,-8.953,0.605,0
2019-03-30,,Ella Quiere Beber,Anuel AA & Romeo Santos,85,86,5,83,,spotify:track:3f5lA8nnc4YYF1qf78WpHw,3f5lA8nnc4YYF1qf78WpHw,,"[u'latin', u'reggaeton flow', u'trap latino']",https://api.spotify.com/v1/audio-analysis/3f5lA8nnc4YYF1qf78WpHw,0.665,0.0515,95.239,0.124,0.265,0,4,0.75,8,219357,-3.083,0.697,1
2019-03-30,,Fast,Juice WRLD,88,88,2,86,,spotify:track:6MjNilJCVKJq0LfFvo5jWJ,6MjNilJCVKJq0LfFvo5jWJ,,"[u'chicago rap', u'melodic rap']",https://api.spotify.com/v1/audio-analysis/6MjNilJCVKJq0LfFvo5jWJ,0.608,0.105,84.98,0.0434,0.426,0,4,0.623,1,208518,-5.937,0.263,0
2019-03-30,,Slow Dancing In The Dark,Joji,77,77,2,96,,spotify:track:0rKtyWc8bvkriBthvHKY8d,0rKtyWc8bvkriBthvHKY8d,,"[u'alternative r&b', u'pop', u'viral pop']",https://api.spotify.com/v1/audio-analysis/0rKtyWc8bvkriBthvHKY8d,0.479,0.191,88.964,0.0261,0.544,0.00598,4,0.515,3,209274,-7.458,0.284,1
2019-04-06,,I Like It,"Cardi B, Bad Bunny & J Balvin",1,44,51,45,,spotify:track:58q2HKrzhC3ozto2nDdN4z,58q2HKrzhC3ozto2nDdN4z,,unknown,https://api.spotify.com/v1/audio-analysis/58q2HKrzhC3ozto2nDdN4z,0.726,0.372,136.048,0.129,0.099,0,4,0.816,5,253390,-3.998,0.65,0
2019-04-06,,Lucid Dreams,Juice WRLD,2,40,46,47,,spotify:track:285pBltuF7vW8TeWk8hdRR,285pBltuF7vW8TeWk8hdRR,,"[u'chicago rap', u'melodic rap']",https://api.spotify.com/v1/audio-analysis/285pBltuF7vW8TeWk8hdRR,0.566,0.34,83.903,0.2,0.349,0,4,0.511,6,239836,-7.23,0.218,0
2019-04-06,,Taki Taki,"DJ Snake Featuring Selena Gomez, Ozuna & Cardi B",11,42,26,48,,spotify:track:4w8niZpiMy6qz1mntFA5uM,4w8niZpiMy6qz1mntFA5uM,,[u'electronic trap'],https://api.spotify.com/v1/audio-analysis/4w8niZpiMy6qz1mntFA5uM,0.801,0.0642,95.881,0.228,0.157,4.82e-06,4,0.842,8,212500,-4.167,0.617,0
2019-04-06,,Down To The Honkytonk,Jake Owen,65,81,13,65,,spotify:track:5g0XcG0apQTlO3X8r38vGf,5g0XcG0apQTlO3X8r38vGf,,"[u'contemporary country', u'country', u'country road', u'modern country rock']",https://api.spotify.com/v1/audio-analysis/5g0XcG0apQTlO3X8r38vGf,0.808,0.0898,82.021,0.0516,0.19,0,4,0.634,3,186867,-4.12,0.937,1
2019-04-06,,Price On My Head,NAV Featuring The Weeknd,57,70,8,72,,spotify:track:4hqOmrCCJKyiuwDexd8c2t,4hqOmrCCJKyiuwDexd8c2t,,"[u'canadian hip hop', u'melodic rap', u'pop rap', u'rap', u'toronto rap', u'trap']",https://api.spotify.com/v1/audio-analysis/4hqOmrCCJKyiuwDexd8c2t,0.574,0.336,74.949,0.136,0.384,1.65e-05,4,0.768,6,217776,-6.104,0.278,0
2019-04-06,,Confessions Of A Dangerous Mind,Logic,80,-,5,78,,spotify:track:3PYx9Wte3jwb48V0wArMOy,3PYx9Wte3jwb48V0wArMOy,,"[u'conscious hip hop', u'dmv rap', u'hip hop', u'pop rap', u'rap']",https://api.spotify.com/v1/audio-analysis/3PYx9Wte3jwb48V0wArMOy,0.891,0.134,170.13,0.24,0.0557,0,4,0.712,2,225920,-6.457,0.799,1
2019-04-06,,Take It From Me,Jordan Davis,81,85,6,79,,spotify:track:3dCZm5HrG0jIXAHfNkg2H0,3dCZm5HrG0jIXAHfNkg2H0,,[u'contemporary country'],https://api.spotify.com/v1/audio-analysis/3dCZm5HrG0jIXAHfNkg2H0,0.891,0.352,99.983,0.0512,0.0267,0,4,0.592,10,174255,-3.144,0.674,1
2019-04-06,,Splashin,Rich The Kid,39,71,4,80,,spotify:track:3KLo7ByvjCNyBrfz5DZ2mO,3KLo7ByvjCNyBrfz5DZ2mO,,"[u'atl hip hop', u'hip hop', u'melodic rap', u'pop rap', u'rap', u'southern hip hop', u'trap']",https://api.spotify.com/v1/audio-analysis/3KLo7ByvjCNyBrfz5DZ2mO,0.382,0.092,100.017,0.564,0.00192,0,4,0.942,10,177864,-8.099,0.379,1
2019-04-06,,I,Lil Skies,59,87,4,82,,spotify:track:4ZT9FnbFu1PaBfV3itxiqT,4ZT9FnbFu1PaBfV3itxiqT,,"[u'melodic rap', u'rap', u'trap']",https://api.spotify.com/v1/audio-analysis/4ZT9FnbFu1PaBfV3itxiqT,0.453,0.116,99.183,0.085,0.627,0,4,0.649,6,181891,-7.28,0.431,1
2019-04-06,,Hear Me Calling,Juice WRLD,80,93,6,86,,spotify:track:13ZyrkCDmRz5xY3seuAWYk,13ZyrkCDmRz5xY3seuAWYk,,"[u'chicago rap', u'melodic rap']",https://api.spotify.com/v1/audio-analysis/13ZyrkCDmRz5xY3seuAWYk,0.687,0.121,88.932,0.106,0.308,3.63e-05,4,0.699,7,189977,-3.997,0.499,0
2019-04-06,,Undecided,Chris Brown,46,92,17,91,,spotify:track:7uiBocndm12aKbsdnQ3Scx,7uiBocndm12aKbsdnQ3Scx,,"[u'dance pop', u'pop', u'pop rap', u'r&b', u'rap']",https://api.spotify.com/v1/audio-analysis/7uiBocndm12aKbsdnQ3Scx,0.527,0.233,96.37,0.0966,0.172,0,4,0.441,3,187298,-5.318,0.589,1
2019-04-06,,Calling My Spirit,Kodak Black,83,100,10,94,,spotify:track:2MShy1GSSgbmGUxADNIao5,2MShy1GSSgbmGUxADNIao5,,"[u'florida rap', u'hip hop', u'melodic rap', u'miami hip hop', u'pop rap', u'rap', u'southern hip hop', u'trap']",https://api.spotify.com/v1/audio-analysis/2MShy1GSSgbmGUxADNIao5,0.366,0.261,119.985,0.0941,0.0996,0,4,0.91,1,152000,-9.954,0.74,1
2019-04-06,,Last Hurrah,Bebe Rexha,NA,,NA,98,,spotify:track:0i0wnv9UoFdZ5MfuFGQzMy,0i0wnv9UoFdZ5MfuFGQzMy,,"[u'dance pop', u'pop', u'post-teen pop']",https://api.spotify.com/v1/audio-analysis/0i0wnv9UoFdZ5MfuFGQzMy,0.618,0.117,84.259,0.0317,0.175,0,4,0.514,11,150333,-4.585,0.401,0
2019-04-06,,Empty,Juice WRLD,NA,,NA,99,,spotify:track:41MCdlvXOl62B7Kv86Bb1v,41MCdlvXOl62B7Kv86Bb1v,,"[u'chicago rap', u'melodic rap']",https://api.spotify.com/v1/audio-analysis/41MCdlvXOl62B7Kv86Bb1v,0.561,0.133,77.557,0.0807,0.0758,0,4,0.745,0,248431,-4.869,0.449,1
2019-04-06,,Love Wins,Carrie Underwood,NA,,NA,100,,spotify:track:4XWnHzCRfRjaHRsTNeh3WR,4XWnHzCRfRjaHRsTNeh3WR,,"[u'contemporary country', u'country', u'country dawn', u'dance pop', u'oklahoma country', u'pop', u'post-teen pop']",https://api.spotify.com/v1/audio-analysis/4XWnHzCRfRjaHRsTNeh3WR,0.865,0.153,135.115,0.0989,0.0112,0,4,0.523,7,228640,-4.697,0.325,1
2019-04-13,,ZEZE,Kodak Black Featuring Travis Scott & Offset,53,53,4,49,,spotify:track:0FZ4Dmg8jJJAPJnvBIzD9z,0FZ4Dmg8jJJAPJnvBIzD9z,,"[u'florida rap', u'hip hop', u'melodic rap', u'miami hip hop', u'pop rap', u'rap', u'southern hip hop', u'trap']",https://api.spotify.com/v1/audio-analysis/0FZ4Dmg8jJJAPJnvBIzD9z,0.603,0.0924,98.043,0.176,0.0521,0,4,0.861,8,228760,-5.788,0.504,0
2019-04-13,,I Love You,Billie Eilish,55,55,7,53,,spotify:track:6CcJMwBtXByIz4zQLzFkKc,6CcJMwBtXByIz4zQLzFkKc,,"[u'electropop', u'pop']",https://api.spotify.com/v1/audio-analysis/6CcJMwBtXByIz4zQLzFkKc,0.131,0.109,137.446,0.0382,0.952,0.00453,4,0.421,0,291796,-18.435,0.12,1
2019-04-13,,Ilomilo,Billie Eilish,73,74,14,62,,spotify:track:7qEKqBCD2vE5vIBsrUitpD,7qEKqBCD2vE5vIBsrUitpD,,"[u'electropop', u'pop']",https://api.spotify.com/v1/audio-analysis/7qEKqBCD2vE5vIBsrUitpD,0.423,0.0896,120.02,0.0585,0.724,0.469,4,0.855,5,156371,-15.044,0.572,0
2019-04-13,,Listen Before I Go,Billie Eilish,52,69,5,63,,spotify:track:0tMSssfxAL2oV8Vri0mFHE,0tMSssfxAL2oV8Vri0mFHE,,"[u'electropop', u'pop']",https://api.spotify.com/v1/audio-analysis/0tMSssfxAL2oV8Vri0mFHE,0.0561,0.388,79.764,0.045,0.935,0.00384,3,0.319,0,242652,-23.023,0.082,1
2019-04-13,,8,Billie Eilish,94,-,7,79,,spotify:track:6X29iaaazwho3ab7GNue5r,6X29iaaazwho3ab7GNue5r,,"[u'electropop', u'pop']",https://api.spotify.com/v1/audio-analysis/6X29iaaazwho3ab7GNue5r,0.235,0.107,62.446,0.315,0.698,0.00604,4,0.735,3,173202,-13.239,0.462,1
2019-04-13,,Twerk,City Girls Featuring Cardi B,46,76,19,83,,spotify:track:0RRm4OS5ymfZryXBuj0G2m,0RRm4OS5ymfZryXBuj0G2m,,"[u'pop', u'pop rap', u'trap queen']",https://api.spotify.com/v1/audio-analysis/0RRm4OS5ymfZryXBuj0G2m,0.842,0.166,190.077,0.142,0.121,0.00112,4,0.788,4,166476,-4.006,0.481,0
2019-04-13,,Lovely,Billie Eilish & Khalid,95,95,2,85,,spotify:track:0u2P5u6lvoDfwTYjAADbn4,0u2P5u6lvoDfwTYjAADbn4,,"[u'electropop', u'pop']",https://api.spotify.com/v1/audio-analysis/0u2P5u6lvoDfwTYjAADbn4,0.296,0.095,115.284,0.0333,0.934,0,4,0.351,4,200186,-10.109,0.12,0
2019-04-13,,I Can't Get Enough,"benny blanco, Tainy, Selena Gomez & J Balvin",79,-,7,91,,spotify:track:1WSGTYKLEpKfNQYYW5Oymt,1WSGTYKLEpKfNQYYW5Oymt,,unknown,https://api.spotify.com/v1/audio-analysis/1WSGTYKLEpKfNQYYW5Oymt,0.468,0.358,95.266,0.362,0.404,3.65e-06,4,0.541,10,158027,-4.039,0.69,0
2019-04-13,,Millionaire,Chris Stapleton,NA,,NA,95,,spotify:track:68JS5SFTnW5Yv9Vzw81Jf0,68JS5SFTnW5Yv9Vzw81Jf0,,"[u'contemporary country', u'outlaw country']",https://api.spotify.com/v1/audio-analysis/68JS5SFTnW5Yv9Vzw81Jf0,0.474,0.0989,142.689,0.0266,0.192,0.00762,4,0.616,10,210133,-9.608,0.493,1
2019-04-13,,Girl Like You,Jason Aldean,NA,,NA,98,,spotify:track:7K0lR5Ngf5jkOWt1g6ut6l,7K0lR5Ngf5jkOWt1g6ut6l,,"[u'contemporary country', u'country', u'country road']",https://api.spotify.com/v1/audio-analysis/7K0lR5Ngf5jkOWt1g6ut6l,0.88,0.304,144.057,0.0365,0.035,0.000227,4,0.543,3,193067,-4.204,0.483,0
2019-04-20,,My Bad,Khalid,57,81,10,55,,spotify:track:1DUSuNhF8P5vUGNPpQiZa5,1DUSuNhF8P5vUGNPpQiZa5,,"[u'alternative r&b', u'pop']",https://api.spotify.com/v1/audio-analysis/1DUSuNhF8P5vUGNPpQiZa5,0.568,0.257,84.999,0.0823,0.543,0.266,4,0.645,5,166101,-9.127,0.391,0
2019-04-20,,Outta My Head,Khalid With John Mayer,55,60,8,58,,spotify:track:09oZ9eXQ2fo6YDrPzJqAoP,09oZ9eXQ2fo6YDrPzJqAoP,,"[u'alternative r&b', u'pop']",https://api.spotify.com/v1/audio-analysis/09oZ9eXQ2fo6YDrPzJqAoP,0.545,0.369,103.012,0.0316,0.0174,0.000274,4,0.729,0,177067,-7.818,0.514,1
2019-04-20,,Monopoly,Ariana Grande & Victoria Monet,62,72,11,69,,spotify:track:6tsOcBnaKgzK22yEiqRh8P,6tsOcBnaKgzK22yEiqRh8P,,"[u'dance pop', u'pop', u'post-teen pop']",https://api.spotify.com/v1/audio-analysis/6tsOcBnaKgzK22yEiqRh8P,0.507,0.109,143.96,0.378,0.704,3.14e-05,4,0.892,0,158587,-8.282,0.695,1
2019-04-20,,Don't Pretend,Khalid x SAFE,89,100,3,84,,spotify:track:1E6DEDWDKHoOW0fcFuDghV,1E6DEDWDKHoOW0fcFuDghV,,"[u'alternative r&b', u'pop']",https://api.spotify.com/v1/audio-analysis/1E6DEDWDKHoOW0fcFuDghV,0.551,0.124,89.0,0.0815,0.258,0.00551,4,0.697,11,165840,-8.833,0.219,1
2019-04-20,,Bad Luck,Khalid,46,46,2,87,,spotify:track:2vsuel3g4zaLYSOY0mOMbi,2vsuel3g4zaLYSOY0mOMbi,,"[u'alternative r&b', u'pop']",https://api.spotify.com/v1/audio-analysis/2vsuel3g4zaLYSOY0mOMbi,0.52,0.138,164.047,0.0548,0.277,0.371,4,0.432,1,231653,-5.515,0.303,0
2019-04-20,,All The Good Girls Go To Hell,Billie Eilish,91,-,8,92,,spotify:track:6IRdLKIyS4p7XNiP8r6rsx,6IRdLKIyS4p7XNiP8r6rsx,,"[u'electropop', u'pop']",https://api.spotify.com/v1/audio-analysis/6IRdLKIyS4p7XNiP8r6rsx,0.444,0.177,185.044,0.372,0.283,0.143,4,0.726,8,168840,-8.922,0.569,0
2019-04-20,,Right Back,Khalid,35,90,4,93,,spotify:track:6PYnUsNEpYC7A4BS2sjw3L,6PYnUsNEpYC7A4BS2sjw3L,,"[u'alternative r&b', u'pop']",https://api.spotify.com/v1/audio-analysis/6PYnUsNEpYC7A4BS2sjw3L,0.428,0.156,97.001,0.31,0.0933,1.1e-06,4,0.786,5,255000,-10.011,0.556,0
2019-04-20,,Inmortal,Aventura,NA,,NA,95,,spotify:track:2swZ0X1njeU32SNJeBKIfW,2swZ0X1njeU32SNJeBKIfW,,"[u'bachata', u'latin', u'latin hip hop', u'latin pop', u'tropical']",https://api.spotify.com/v1/audio-analysis/2swZ0X1njeU32SNJeBKIfW,0.775,0.0651,124.015,0.0349,0.178,0,4,0.77,8,256440,-4.65,0.848,0
2019-04-20,,Dedication,Nipsey Hussle Featuring Kendrick Lamar,NA,,NA,97,,spotify:track:6fIjnWrv46njJHLDAY2JdC,6fIjnWrv46njJHLDAY2JdC,,"[u'conscious hip hop', u'gangster rap', u'hip hop', u'pop rap', u'rap', u'southern hip hop', u'trap']",https://api.spotify.com/v1/audio-analysis/6fIjnWrv46njJHLDAY2JdC,0.734,0.226,93.995,0.438,0.431,0,4,0.512,8,245813,-5.448,0.168,0
